1,378,2861,124,2504
2,378,2861,124,2504
3,378,2861,124,2504
4,378,2861,124,2504
5,378,2861,124,2504
6,378,2861,124,2504
7,378,2861,124,2504
8,378,2861,124,2504
9,378,2861,124,2504
10,378,2861,124,2504
11,378,2861,124,2504
12,378,2861,124,2504
13,378,2861,124,2504
14,378,2861,124,2504
15,378,2861,124,2504
16,378,2861,124,2504
17,378,2861,124,2504
18,378,2861,124,2504
19,378,2861,124,2504
20,378,2861,124,2504
21,378,2861,124,2504
22,358,2861,104,2504
23,358,2861,104,2504
24,358,2861,104,2504
25,358,2861,104,2504
26,358,2861,104,2504
27,358,2861,104,2504
28,358,2861,104,2504
29,358,2861,104,2504
30,358,2861,104,2504
31,358,2861,104,2504
32,358,2861,104,2504
33,358,2861,104,2504
34,380,2861,126,2504
35,380,2861,126,2504
36,380,2861,126,2504
37,380,2861,126,2504
38,380,2861,126,2504
39,380,2861,126,2504
40,380,2861,126,2504
41,380,2861,126,2504
42,380,2861,126,2504
43,381,2890,127,2533
44,381,2890,127,2533
45,381,2890,127,2533
46,381,2890,127,2533
47,381,2943,127,2586
48,381,2943,127,2586
49,381,2943,127,2586
50,381,2943,127,2586
51,381,2943,127,2586
52,381,2981,127,2624
53,381,2981,127,2624
54,381,2981,127,2624
55,381,3020,127,2663
56,381,3020,127,2663
57,381,3020,127,2663
58,381,3020,127,2663
59,381,3020,127,2663
60,381,3020,127,2663
61,381,3020,127,2663
62,381,3081,127,2724
63,381,3081,127,2724
64,381,3081,127,2724
65,381,3081,127,2724
66,402,3113,148,2756
67,402,3113,148,2756
68,402,3113,148,2756
69,402,3113,148,2756
70,402,3113,148,2756
71,402,3113,148,2756
72,402,3113,148,2756
73,402,3113,148,2756
74,402,3113,148,2756
75,402,3113,148,2756
76,402,3113,148,2756
77,402,3113,148,2756
78,402,3113,148,2756
79,402,3113,148,2756
80,402,3113,148,2756
81,402,3113,148,2756
82,402,3113,148,2756
83,402,3113,148,2756
84,402,3113,148,2756
85,402,3113,148,2756
86,402,3113,148,2756
87,427,3005,173,2648
88,427,3005,173,2648
89,427,2958,173,2601
90,427,2958,173,2601
91,427,2958,173,2601
92,427,2903,173,2546
93,427,2903,173,2546
94,427,2903,173,2546
95,427,2833,173,2476
96,427,2833,173,2476
97,427,2833,173,2476
98,427,2761,173,2404
99,427,2761,173,2404
100,427,2761,173,2404
101,427,2761,173,2404
102,427,2761,173,2404
103,427,2745,173,2388
104,427,2745,173,2388
105,427,2698,173,2341
106,427,2698,173,2341
107,427,2698,173,2341
108,427,2698,173,2341
109,427,2698,173,2341
110,427,2601,173,2244
111,427,2601,173,2244
112,427,2601,173,2244
113,427,2545,173,2188
114,427,2545,173,2188
115,427,2545,173,2188
116,427,2491,173,2134
117,427,2491,173,2134
118,427,2462,173,2105
119,427,2462,173,2105
120,427,2438,173,2081
121,427,2438,173,2081
122,427,2438,173,2081
123,427,2438,173,2081
124,427,2438,173,2081
125,427,2438,173,2081
126,427,2438,173,2081
127,427,2438,173,2081
128,427,2438,173,2081
129,427,2438,173,2081
130,427,2438,173,2081
131,427,2414,173,2057
132,427,2414,173,2057
133,427,2414,173,2057
134,427,2414,173,2057
135,427,2414,173,2057
136,427,2414,173,2057
137,427,2414,173,2057
138,427,2414,173,2057
139,427,2414,173,2057
140,427,2414,173,2057
141,427,2414,173,2057
142,394,2442,140,2085
143,394,2442,140,2085
144,394,2442,140,2085
145,394,2442,140,2085
146,394,2442,140,2085
147,394,2442,140,2085
148,394,2442,140,2085
149,394,2442,140,2085
150,394,2442,140,2085
151,394,2442,140,2085
152,394,2442,140,2085
153,394,2442,140,2085
154,394,2442,140,2085
155,394,2442,140,2085
156,394,2442,140,2085
157,394,2442,140,2085
158,394,2442,140,2085
159,394,2442,140,2085
160,394,2442,140,2085
161,394,2442,140,2085
162,394,2442,140,2085
163,394,2442,140,2085
164,394,2442,140,2085
165,394,2442,140,2085
166,394,2442,140,2085
167,394,2442,140,2085
168,394,2442,140,2085
169,394,2442,140,2085
170,394,2442,140,2085
171,394,2442,140,2085
172,394,2442,140,2085
173,394,2442,140,2085
174,394,2442,140,2085
175,394,2442,140,2085
176,394,2442,140,2085
177,394,2442,140,2085
178,394,2442,140,2085
179,394,2442,140,2085
180,394,2442,140,2085
181,394,2442,140,2085
182,434,2442,180,2085
183,434,2442,180,2085
184,434,2442,180,2085
185,434,2442,180,2085
186,434,2442,180,2085
187,434,2442,180,2085
188,466,2442,212,2085
189,466,2442,212,2085
190,466,2442,212,2085
191,466,2442,212,2085
192,466,2442,212,2085
193,466,2442,212,2085
194,466,2442,212,2085
195,501,2442,247,2085
196,501,2442,247,2085
197,501,2442,247,2085
198,501,2442,247,2085
199,501,2442,247,2085
200,501,2442,247,2085
201,501,2442,247,2085
202,501,2442,247,2085
203,501,2442,247,2085
204,501,2442,247,2085
205,501,2442,247,2085
206,501,2442,247,2085
207,501,2442,247,2085
208,530,2406,276,2126
209,530,2406,276,2126
210,530,2406,276,2126
211,530,2406,276,2126
212,576,2406,322,2126
213,576,2406,322,2126
214,576,2406,322,2126
215,576,2406,322,2126
216,576,2406,322,2126
217,576,2406,322,2126
218,576,2406,322,2126
219,576,2406,322,2126
220,576,2406,322,2126
221,576,2442,322,2162
222,576,2442,322,2162
223,576,2442,322,2162
224,576,2442,322,2162
225,576,2442,322,2162
226,576,2442,322,2162
227,576,2442,322,2162
228,576,2442,322,2162
229,576,2442,322,2162
230,576,2442,322,2162
231,576,2442,322,2162
232,576,2442,322,2162
233,576,2442,322,2162
234,576,2442,322,2162
235,576,2442,322,2162
236,576,2442,322,2162
237,576,2442,322,2162
238,576,2442,322,2162
239,576,2442,322,2162
240,576,2442,322,2162
241,576,2442,322,2162
242,576,2442,322,2162
243,576,2442,322,2162
244,576,2442,322,2162
245,576,2442,322,2162
246,576,2442,322,2162
247,576,2442,322,2162
248,576,2442,322,2162
249,576,2442,322,2162
250,576,2442,322,2162
251,576,2442,322,2162
252,576,2442,322,2162
253,576,2442,322,2162
254,576,2442,322,2162
255,576,2442,322,2162
256,576,2442,322,2162
257,576,2442,322,2162
258,576,2442,322,2162
259,576,2442,322,2162
260,576,2442,322,2162
261,576,2442,322,2162
262,576,2442,322,2162
263,576,2442,322,2162
264,576,2442,322,2162
265,521,2442,267,2162
266,521,2442,267,2162
267,521,2442,267,2162
268,521,2442,267,2162
269,473,2442,219,2162
270,473,2442,219,2162
271,473,2442,219,2162
272,473,2442,219,2162
273,473,2442,219,2162
274,473,2442,219,2162
275,473,2442,219,2162
276,473,2442,219,2162
277,473,2442,219,2162
278,473,2442,219,2162
279,473,2482,219,2202
280,473,2482,219,2202
281,473,2482,219,2202
282,442,2482,188,2202
283,442,2482,188,2202
284,442,2482,188,2202
285,442,2482,188,2202
286,442,2482,188,2202
287,442,2482,188,2202
288,442,2482,188,2202
289,442,2482,188,2202
290,442,2482,188,2202
291,412,2482,158,2202
